04-12	1961	tdih-04-12-01	Yuri Gagarin Becomes First Man in Space	MAN IN SPACE: Soviet Cosmonaut Gagarin Orbits Earth in Vostok 1	On April 12, 1961, Soviet cosmonaut Yuri Gagarin became the first human in space, orbiting Earth once aboard Vostok 1 in a 108-minute flight.	Space Age	Vostok 1
04-13	1743	tdih-04-13-01	Birth of Thomas Jefferson	FOUNDER BORN: Thomas Jefferson Born at Shadwell Plantation in Virginia	On April 13, 1743, Thomas Jefferson was born at Shadwell in Virginia; he would write the Declaration of Independence and serve as the third president.	18th Century	Thomas Jefferson
04-14	1865	tdih-04-14-01	Lincoln Assassinated at Ford's Theatre	PRESIDENT SHOT: John Wilkes Booth Shoots Abraham Lincoln at Ford's Theatre	On April 14, 1865, John Wilkes Booth shot President Abraham Lincoln during a performance at Ford's Theatre; Lincoln died the following morning.	Civil War	Assassination of Abraham Lincoln
04-15	1912	tdih-04-15-01	Titanic Sinks	SHIP OF DREAMS LOST: RMS Titanic Sinks After Hitting Iceberg, Killing 1,500	On April 15, 1912, the RMS Titanic sank in the North Atlantic after striking an iceberg, killing approximately 1,500 of the 2,224 people aboard.	Early 20th Century	Sinking of the Titanic
04-16	1862	tdih-04-16-01	Slavery Abolished in Washington DC	CAPITAL FREED: President Lincoln Signs Act Abolishing Slavery in Washington, D.C.	On April 16, 1862, President Lincoln signed the District of Columbia Compensated Emancipation Act, freeing about 3,100 enslaved people in the capital.	Civil War	District of Columbia Compensated Emancipation Act
04-17	1961	tdih-04-17-01	Bay of Pigs Invasion Begins	INVASION FAILS: CIA-Backed Cuban Exiles Land at Bay of Pigs	On April 17, 1961, approximately 1,400 CIA-trained Cuban exiles landed at the Bay of Pigs to overthrow Fidel Castro; the invasion failed within three days.	Cold War	Bay of Pigs Invasion
04-18	1775	tdih-04-18-01	Paul Revere's Ride	THE BRITISH ARE COMING: Paul Revere Rides Through the Night to Warn of British Advance	On the night of April 18, 1775, Paul Revere rode from Boston to Lexington to warn Samuel Adams and John Hancock that British troops were approaching.	18th Century	Paul Revere's Midnight Ride
04-19	1775	tdih-04-19-01	Battles of Lexington and Concord	SHOT HEARD ROUND THE WORLD: American Revolution Begins at Lexington and Concord	On April 19, 1775, British troops and colonial minutemen clashed at Lexington and Concord, Massachusetts, firing the first shots of the American Revolution.	18th Century	Battles of Lexington and Concord
04-20	1889	tdih-04-20-01	Birth of Adolf Hitler	DARK BIRTH: Adolf Hitler Born in Braunau am Inn, Austria	On April 20, 1889, Adolf Hitler was born in Braunau am Inn, Austria; he would become the dictator of Nazi Germany and perpetrator of the Holocaust.	Victorian Era	Adolf Hitler
04-21	753	tdih-04-21-01	Legendary Founding of Rome	ETERNAL CITY BORN: Romulus Founds the City of Rome on the Palatine Hill	According to Roman tradition, Romulus founded the city of Rome on April 21, 753 BC, establishing what would become the greatest empire of the ancient world.	Ancient World	Founding of Rome
04-22	1970	tdih-04-22-01	First Earth Day	PLANET FIRST: 20 Million Americans Rally for First Earth Day	On April 22, 1970, 20 million Americans participated in the first Earth Day, the largest environmental demonstration in history up to that time.	1970s America	Earth Day
04-23	1616	tdih-04-23-01	Death of Shakespeare	BARD'S FINAL ACT: William Shakespeare Dies in Stratford-upon-Avon at Age 52	On April 23, 1616, William Shakespeare died in Stratford-upon-Avon at age 52, leaving behind 37 plays and 154 sonnets that define English literature.	17th Century	William Shakespeare
04-24	1915	tdih-04-24-01	Armenian Genocide Begins	SYSTEMATIC MURDER: Ottoman Empire Begins Deportation and Massacre of Armenian Population	On April 24, 1915, Ottoman authorities arrested Armenian intellectuals in Constantinople, beginning a genocide that would kill 1.5 million Armenians.	World War I Era	Armenian genocide
04-25	1859	tdih-04-25-01	Construction of Suez Canal Begins	DESERT DIG: Work Begins on the Suez Canal Linking Mediterranean to Red Sea	On April 25, 1859, construction began on the Suez Canal, an ambitious project to connect the Mediterranean and Red Seas across 120 miles of Egyptian desert.	Victorian Era	Suez Canal
04-26	1986	tdih-04-26-01	Chernobyl Disaster	REACTOR EXPLODES: Chernobyl Nuclear Power Plant Suffers Catastrophic Meltdown	On April 26, 1986, Reactor No. 4 at Chernobyl exploded during a safety test, releasing 400 times more radiation than the Hiroshima bomb.	Cold War	Chernobyl disaster
04-27	4977	tdih-04-27-01	Traditional Date of Creation	IN THE BEGINNING: Archbishop Ussher's Calculated Date for the Creation of the World	According to the 17th-century calculations of Archbishop James Ussher, the world was created on the evening of October 22, 4004 BC.	Ancient World	Ussher chronology
04-28	1789	tdih-04-28-01	Mutiny on the Bounty	MUTINY: Fletcher Christian Seizes HMS Bounty and Sets Captain Bligh Adrift	On April 28, 1789, Fletcher Christian led a mutiny aboard HMS Bounty, setting Captain William Bligh and 18 loyalists adrift in an open boat.	18th Century	Mutiny on the Bounty
04-29	1945	tdih-04-29-01	Liberation of Dachau	GATES OF HELL: American Troops Liberate Dachau, First Nazi Concentration Camp	On April 29, 1945, American troops liberated Dachau, the first concentration camp established by the Nazi regime in 1933.	World War II	Dachau concentration camp
04-30	1803	tdih-04-30-01	Louisiana Purchase Completed	BARGAIN OF THE CENTURY: United States Doubles Its Size for Four Cents an Acre	On April 30, 1803, the United States completed the Louisiana Purchase from France, acquiring 828,000 square miles for approximately $15 million.	18th Century	Louisiana Purchase
05-01	1707	tdih-05-01-01	Act of Union Creates Great Britain	TWO BECOME ONE: England and Scotland Unite to Form Great Britain	On May 1, 1707, the Act of Union took effect, merging England and Scotland into the Kingdom of Great Britain.	18th Century	Acts of Union 1707
05-02	2011	tdih-05-02-01	Osama bin Laden Killed	JUSTICE DONE: US Special Forces Kill Osama bin Laden in Pakistan Raid	On May 2, 2011, US Navy SEALs killed Osama bin Laden in a raid on his compound in Abbottabad, Pakistan, nearly 10 years after the September 11 attacks.	21st Century	Killing of Osama bin Laden
05-03	1469	tdih-05-03-01	Birth of Machiavelli	PRINCE OF POLITICS BORN: Niccolo Machiavelli Born in Florence	On May 3, 1469, Niccolo Machiavelli was born in Florence; his treatise The Prince would become the foundational text of modern political science.	Renaissance	Niccolò Machiavelli
05-04	1970	tdih-05-04-01	Kent State Shootings	SHOTS ON CAMPUS: National Guard Kills Four Students at Kent State University	On May 4, 1970, Ohio National Guard troops fired on unarmed students protesting the Vietnam War at Kent State University, killing four and wounding nine.	1970s America	Kent State shootings
05-05	1862	tdih-05-05-01	Battle of Puebla (Cinco de Mayo)	MEXICAN VICTORY: Outnumbered Mexican Forces Defeat French Army at Puebla	On May 5, 1862, Mexican forces defeated the French army at the Battle of Puebla, an underdog victory celebrated annually as Cinco de Mayo.	19th Century	Battle of Puebla
05-06	1937	tdih-05-06-01	Hindenburg Disaster	OH THE HUMANITY: Zeppelin Hindenburg Explodes While Landing in New Jersey	On May 6, 1937, the German airship Hindenburg caught fire while landing at Lakehurst, New Jersey, killing 36 people and ending the age of the airship.	Great Depression	Hindenburg disaster
05-07	1945	tdih-05-07-01	Germany Surrenders	WAR IN EUROPE ENDS: Germany Signs Unconditional Surrender at Reims	On May 7, 1945, General Alfred Jodl signed Germany's unconditional surrender at Allied headquarters in Reims, France, ending World War II in Europe.	World War II	German Instrument of Surrender
05-08	1945	tdih-05-08-01	V-E Day	VICTORY IN EUROPE: Millions Celebrate the End of the War in Europe	On May 8, 1945, the Allies formally accepted Germany's unconditional surrender, marking Victory in Europe Day as millions took to the streets to celebrate.	World War II	Victory in Europe Day
05-09	1960	tdih-05-09-01	FDA Approves Birth Control Pill	THE PILL: FDA Approves First Oral Contraceptive, Transforming Women's Lives	On May 9, 1960, the FDA approved Enovid as the first oral contraceptive pill, giving women unprecedented control over reproduction and transforming society.	1960s America	Combined oral contraceptive pill
05-10	1869	tdih-05-10-01	Transcontinental Railroad Completed	GOLDEN SPIKE: East Meets West as Railroad Joins at Promontory Summit	On May 10, 1869, the golden spike was driven at Promontory Summit, Utah, completing the transcontinental railroad and connecting America coast to coast.	Industrial Age	First transcontinental railroad
05-11	330	tdih-05-11-01	Constantinople Inaugurated	NEW ROME: Emperor Constantine Dedicates Constantinople as Capital of the Roman Empire	On May 11, 330 AD, Emperor Constantine dedicated Constantinople as the new capital of the Roman Empire, creating a city that would dominate for a millennium.	Ancient World	Constantinople
05-12	1820	tdih-05-12-01	Florence Nightingale Born	LADY WITH THE LAMP BORN: Florence Nightingale Born in Florence, Italy	On May 12, 1820, Florence Nightingale was born in Florence, Italy; she would pioneer modern nursing and transform military medical care.	Victorian Era	Florence Nightingale
05-13	1846	tdih-05-13-01	Mexican-American War Declared	WAR WITH MEXICO: Congress Declares War After Border Clash on the Rio Grande	On May 13, 1846, Congress declared war on Mexico after President Polk claimed American blood had been shed on American soil along the Rio Grande.	19th Century	Mexican–American War
05-14	1796	tdih-05-14-01	Edward Jenner Administers First Vaccination	FIRST VACCINE: Jenner Inoculates Boy with Cowpox to Prevent Smallpox	On May 14, 1796, Edward Jenner inoculated 8-year-old James Phipps with cowpox material, performing the first vaccination and pioneering immunology.	18th Century	Edward Jenner
05-15	1940	tdih-05-15-01	McDonald's Opens	FAST FOOD BORN: Richard and Maurice McDonald Open Their First Restaurant	On May 15, 1940, Richard and Maurice McDonald opened the first McDonald's restaurant in San Bernardino, California, pioneering the fast food industry.	World War II	McDonald's
05-16	1770	tdih-05-16-01	Marie Antoinette Marries Louis XVI	ROYAL WEDDING: 14-Year-Old Marie Antoinette Marries the Future King of France	On May 16, 1770, 14-year-old Austrian Archduchess Marie Antoinette married the future Louis XVI of France in a lavish ceremony at Versailles.	18th Century	Marie Antoinette
05-17	1954	tdih-05-17-01	Brown v. Board of Education Decided	SEPARATE IS NOT EQUAL: Supreme Court Strikes Down School Segregation	On May 17, 1954, the Supreme Court unanimously ruled in Brown v. Board of Education that racial segregation in public schools was unconstitutional.	Civil Rights Era	Brown v. Board of Education
05-18	1980	tdih-05-18-01	Mount St. Helens Erupts	MOUNTAIN EXPLODES: Mount St. Helens Erupts, Killing 57 and Flattening 230 Square Miles	On May 18, 1980, Mount St. Helens in Washington state erupted with the force of 500 atomic bombs, killing 57 people and devastating 230 square miles.	Science & Discovery	1980 eruption of Mount St. Helens
05-19	1536	tdih-05-19-01	Anne Boleyn Executed	QUEEN BEHEADED: Anne Boleyn Executed at the Tower of London on Orders of Henry VIII	On May 19, 1536, Anne Boleyn, the second wife of Henry VIII, was executed at the Tower of London, accused of treason, adultery, and witchcraft.	16th Century	Anne Boleyn
05-20	1927	tdih-05-20-01	Lindbergh Begins Transatlantic Flight	LONE EAGLE: Lindbergh Takes Off from Roosevelt Field for Solo Flight to Paris	On May 20, 1927, Charles Lindbergh took off from Roosevelt Field, New York in the Spirit of St. Louis, beginning his historic solo flight across the Atlantic.	Roaring Twenties	Charles Lindbergh
05-21	1881	tdih-05-21-01	American Red Cross Founded	AID FOR ALL: Clara Barton Founds the American Red Cross	On May 21, 1881, Clara Barton founded the American Red Cross, creating an organization that would provide disaster relief and humanitarian aid for over a century.	Victorian Era	American Red Cross
05-22	1906	tdih-05-22-01	Wright Brothers Receive Flying Machine Patent	PATENT GRANTED: Wright Brothers Receive Patent for Their Flying Machine	On May 22, 1906, the Wright Brothers were granted U.S. Patent 821,393 for their invention of a flying machine with a control system.	Early 20th Century	Wright brothers
05-23	1618	tdih-05-23-01	Defenestration of Prague	OUT THE WINDOW: Prague Incident Triggers the Thirty Years War	On May 23, 1618, Protestant nobles threw two Catholic governors out of a window at Prague Castle, sparking the Thirty Years War across Europe.	17th Century	Defenestrations of Prague
05-24	1844	tdih-05-24-01	First Telegraphic Message Sent	WHAT HATH GOD WROUGHT: Morse Sends First Telegraph Message from Washington to Baltimore	On May 24, 1844, Samuel Morse sent the first telegraphic message from Washington to Baltimore, inaugurating the age of instant communication.	Victorian Era	Electrical telegraph
05-25	1977	tdih-05-25-01	Star Wars Released	A LONG TIME AGO: Star Wars Opens in Theaters and Changes Movies Forever	On May 25, 1977, Star Wars premiered in American theaters, becoming a cultural phenomenon that revolutionized filmmaking and spawned a global franchise.	1970s America	Star Wars (film)
05-26	1896	tdih-05-26-01	Dow Jones Industrial Average First Published	MARKET MEASURE: Charles Dow Publishes First Industrial Average of 12 Stocks	On May 26, 1896, Charles Dow published the first Dow Jones Industrial Average, tracking 12 industrial stocks and creating the benchmark for American markets.	Victorian Era	Dow Jones Industrial Average
05-27	1941	tdih-05-27-01	Bismarck Sunk	MIGHTY BATTLESHIP DESTROYED: Royal Navy Sinks Germany's Bismarck in the North Atlantic	On May 27, 1941, the Royal Navy sank the German battleship Bismarck in the North Atlantic, ending a dramatic chase that gripped the world.	World War II	Bismarck (battleship)
05-28	585	tdih-05-28-01	Battle of Halys Stopped by Solar Eclipse	ECLIPSE ENDS WAR: Solar Eclipse Halts Battle Between Lydians and Medes	On May 28, 585 BC, a solar eclipse predicted by Thales of Miletus halted a battle between the Lydians and Medes, leading to a peace settlement.	Ancient World	Battle of Halys
05-29	1453	tdih-05-29-01	Fall of Constantinople	END OF AN ERA: Ottoman Turks Capture Constantinople After 53-Day Siege	On May 29, 1453, Ottoman forces under Sultan Mehmed II captured Constantinople, ending the 1,100-year Byzantine Empire and reshaping civilization.	Medieval	Fall of Constantinople
05-30	1431	tdih-05-30-01	Joan of Arc Burned at the Stake	MAID OF ORLEANS MARTYRED: Joan of Arc Burned at the Stake in Rouen at Age 19	On May 30, 1431, Joan of Arc was burned at the stake in Rouen, France, at age 19, after being convicted of heresy by an English-allied court.	Medieval	Joan of Arc
05-31	1859	tdih-05-31-01	Big Ben Rings for First Time	TIME BEGINS: Big Ben Rings for the First Time at the Palace of Westminster	On May 31, 1859, the Great Bell of the clock at the Palace of Westminster — known as Big Ben — rang for the first time in London.	Victorian Era	Big Ben
06-01	1495	tdih-06-01-01	First Written Record of Scotch Whisky	WATER OF LIFE: First Known Reference to Scotch Whisky Appears in Royal Records	On June 1, 1495, the first known written reference to Scotch whisky appeared in the Exchequer Rolls of Scotland, noting malt for making aqua vitae.	Renaissance	Scotch whisky
06-02	1953	tdih-06-02-01	Coronation of Elizabeth II	GOD SAVE THE QUEEN: Elizabeth II Crowned at Westminster Abbey Before 27 Million TV Viewers	On June 2, 1953, Queen Elizabeth II was crowned at Westminster Abbey in the first coronation broadcast on television, watched by 27 million viewers.	Post-World War II	Coronation of Elizabeth II
06-03	1965	tdih-06-03-01	Ed White First American Spacewalk	WALKING IN SPACE: Astronaut Ed White Floats Outside Gemini 4 for 23 Minutes	On June 3, 1965, astronaut Ed White became the first American to perform a spacewalk, floating outside Gemini 4 for 23 minutes over the Pacific.	Space Age	Gemini 4
06-04	1989	tdih-06-04-01	Tiananmen Square Massacre	TANKS ROLL IN: Chinese Army Fires on Pro-Democracy Protesters in Tiananmen Square	On June 4, 1989, the Chinese military violently cleared Tiananmen Square of pro-democracy protesters, killing hundreds or thousands of civilians.	Cold War	1989 Tiananmen Square protests and massacre
06-05	1944	tdih-06-05-01	D-Day Eve Briefing	INVASION TOMORROW: Eisenhower Gives Final Go-Ahead for Normandy Invasion	On June 5, 1944, General Eisenhower gave the final order to launch the D-Day invasion of Normandy, the largest amphibious military operation in history.	World War II	Normandy landings
06-06	1944	tdih-06-06-01	D-Day Normandy Invasion	OPERATION OVERLORD: 156,000 Allied Troops Storm Normandy Beaches	On June 6, 1944, Allied forces launched the D-Day invasion of Normandy, with 156,000 troops crossing the English Channel to begin the liberation of Europe.	World War II	Normandy landings
06-07	1494	tdih-06-07-01	Treaty of Tordesillas Signed	WORLD DIVIDED: Spain and Portugal Split the Globe Between Them	On June 7, 1494, Spain and Portugal signed the Treaty of Tordesillas, dividing the newly discovered lands of the Americas between the two empires.	Renaissance	Treaty of Tordesillas
06-08	632	tdih-06-08-01	Death of Prophet Muhammad	PROPHET PASSES: Muhammad Dies in Medina, Leaving Islam Without a Successor	On June 8, 632 AD, the Prophet Muhammad died in Medina, precipitating a succession crisis that would lead to the Sunni-Shia divide in Islam.	Medieval	Muhammad
06-09	1934	tdih-06-09-01	Donald Duck Debuts	QUACK: Donald Duck Makes His First Appearance in a Disney Cartoon	On June 9, 1934, Donald Duck made his film debut in The Wise Little Hen, beginning an 90-year career as one of Disney's most beloved characters.	Great Depression	Donald Duck
06-10	323	tdih-06-10-01	Death of Alexander the Great	CONQUEROR FALLS: Alexander the Great Dies in Babylon at Age 32	On June 10, 323 BC, Alexander the Great died in the palace of Nebuchadnezzar II in Babylon at age 32, leaving behind the largest empire the world had seen.	Ancient World	Death of Alexander the Great
06-11	1963	tdih-06-11-01	Buddhist Monk Self-Immolation in Saigon	BURNING PROTEST: Buddhist Monk Thich Quang Duc Burns Himself Alive in Saigon	On June 11, 1963, Buddhist monk Thich Quang Duc set himself on fire at a busy Saigon intersection to protest religious persecution, in a photo that shocked the world.	1960s America	Thích Quảng Đức
06-12	1942	tdih-06-12-01	Anne Frank Receives Her Diary	DEAR KITTY: Anne Frank Receives a Diary for Her 13th Birthday	On June 12, 1942, Anne Frank received a diary for her 13th birthday; she would fill it during two years in hiding, creating the most famous diary ever written.	World War II	The Diary of a Young Girl
06-13	323	tdih-06-13-01	Death of Alexander's General Perdiccas	EMPIRE FRACTURES: Alexander's Generals Begin to Divide His Conquests	Following Alexander's death, on June 13, 323 BC, his generals began the Wars of the Diadochi, dividing the empire among themselves.	Ancient World	Wars of the Diadochi
06-14	1777	tdih-06-14-01	Stars and Stripes Adopted	OLD GLORY: Continental Congress Adopts the Stars and Stripes as America's Flag	On June 14, 1777, the Second Continental Congress adopted the Stars and Stripes as the official flag of the United States.	18th Century	Flag of the United States
06-15	1215	tdih-06-15-01	Magna Carta Sealed	KING SUBMITS TO LAW: English Barons Force King John to Seal Magna Carta	On June 15, 1215, King John sealed Magna Carta at Runnymede, establishing that the king was not above the law and planting seeds of constitutional government.	Medieval	Magna Carta
06-16	1963	tdih-06-16-01	Valentina Tereshkova First Woman in Space	SHE ORBITS EARTH: Soviet Cosmonaut Becomes First Woman in Space	On June 16, 1963, Valentina Tereshkova launched aboard Vostok 6, becoming the first woman in space and orbiting Earth 48 times over three days.	Space Age	Valentina Tereshkova
06-17	1972	tdih-06-17-01	Watergate Break-In	CAUGHT: Five Men Arrested Breaking Into Democratic Party Headquarters at Watergate	On June 17, 1972, five men were arrested for breaking into the Democratic National Committee headquarters at the Watergate complex, beginning the scandal that would bring down President Nixon.	Watergate Era	Watergate scandal
06-18	1815	tdih-06-18-01	Battle of Waterloo	NAPOLEON'S LAST STAND: Wellington and Blucher Defeat Emperor at Waterloo	On June 18, 1815, the Duke of Wellington and Prussian forces defeated Napoleon at Waterloo, ending the Napoleonic Wars and reshaping Europe.	19th Century	Battle of Waterloo
06-19	1865	tdih-06-19-01	Juneteenth	FREEDOM ARRIVES: Union Soldiers Announce Emancipation to Enslaved People in Texas	On June 19, 1865, Union soldiers arrived in Galveston, Texas and announced that all enslaved people were free, two and a half years after the Emancipation Proclamation.	Civil War	Juneteenth
06-20	1837	tdih-06-20-01	Queen Victoria Ascends to the Throne	NEW QUEEN: 18-Year-Old Victoria Becomes Queen of the United Kingdom	On June 20, 1837, 18-year-old Princess Victoria became Queen of the United Kingdom upon the death of her uncle William IV, beginning a 63-year reign.	Victorian Era	Queen Victoria
06-21	1788	tdih-06-21-01	US Constitution Ratified	WE THE PEOPLE: New Hampshire Becomes Ninth State to Ratify, Making Constitution Law	On June 21, 1788, New Hampshire became the ninth state to ratify the US Constitution, meeting the threshold required to make it the law of the land.	18th Century	United States Constitution
06-22	1941	tdih-06-22-01	Operation Barbarossa Begins	LARGEST INVASION: Three Million German Troops Invade the Soviet Union	On June 22, 1941, Nazi Germany launched Operation Barbarossa, the largest military invasion in history, sending 3 million troops into the Soviet Union.	World War II	Operation Barbarossa
06-23	1868	tdih-06-23-01	Typewriter Patented	CLICK CLACK: Christopher Latham Sholes Receives Patent for the First Practical Typewriter	On June 23, 1868, Christopher Latham Sholes received a patent for the first practical typewriter, which would introduce the QWERTY keyboard layout.	Victorian Era	Typewriter
06-24	1948	tdih-06-24-01	Berlin Blockade Begins	CITY BESIEGED: Soviet Union Blocks All Ground Access to West Berlin	On June 24, 1948, the Soviet Union blocked all road, rail, and canal access to West Berlin, beginning the Berlin Blockade and triggering the Berlin Airlift.	Cold War	Berlin Blockade
06-25	1950	tdih-06-25-01	Korean War Begins	WAR IN KOREA: North Korean Forces Invade South Korea Across 38th Parallel	On June 25, 1950, North Korean forces invaded South Korea across the 38th parallel, beginning a three-year war that would kill millions.	Cold War	Korean War
06-26	1945	tdih-06-26-01	United Nations Charter Signed	WORLD UNITES: 50 Nations Sign the United Nations Charter in San Francisco	On June 26, 1945, delegates from 50 nations signed the United Nations Charter in San Francisco, establishing the organization dedicated to maintaining peace.	Post-World War II	United Nations Charter
06-27	1950	tdih-06-27-01	Truman Orders Troops to Korea	AMERICA ENTERS: President Truman Orders U.S. Forces to Defend South Korea	On June 27, 1950, President Truman ordered American military forces to South Korea without a formal declaration of war, setting a Cold War precedent.	Cold War	Korean War
06-28	1914	tdih-06-28-01	Assassination of Archduke Franz Ferdinand	SHOT IN SARAJEVO: Assassination of Archduke Franz Ferdinand Triggers World War I	On June 28, 1914, Gavrilo Princip assassinated Archduke Franz Ferdinand of Austria in Sarajevo, setting off a chain of events that led to World War I.	World War I Era	Assassination of Archduke Franz Ferdinand
06-29	1613	tdih-06-29-01	Globe Theatre Burns Down	STAGE ABLAZE: Shakespeare's Globe Theatre Burns to the Ground During Performance	On June 29, 1613, the Globe Theatre in London burned down during a performance of Henry VIII when a theatrical cannon set the thatched roof on fire.	17th Century	Globe Theatre
06-30	1908	tdih-06-30-01	Tunguska Event	SIBERIAN BLAST: Mysterious Explosion Flattens 80 Million Trees in Remote Siberia	On June 30, 1908, a massive explosion over the Tunguska River in Siberia flattened 80 million trees across 830 square miles, likely caused by a comet or asteroid.	Early 20th Century	Tunguska event
07-01	1867	tdih-07-01-01	Canadian Confederation	DOMINION DAY: Canada Becomes a Self-Governing Dominion Within the British Empire	On July 1, 1867, the British North America Act united Ontario, Quebec, Nova Scotia, and New Brunswick into the Dominion of Canada.	Victorian Era	Canadian Confederation
07-02	1776	tdih-07-02-01	Congress Votes for Independence	INDEPENDENCE VOTED: Continental Congress Votes to Declare Independence from Britain	On July 2, 1776, the Continental Congress voted in favor of independence from Great Britain, with John Adams predicting the date would be celebrated forever.	18th Century	Lee Resolution
07-03	1863	tdih-07-03-01	Pickett's Charge at Gettysburg	HIGH WATER MARK: Confederate Charge Fails at Gettysburg, Turning the Civil War	On July 3, 1863, General George Pickett led 12,500 Confederate soldiers in a doomed charge against Union positions at Gettysburg, marking the turning point of the Civil War.	Civil War	Pickett's Charge
07-04	1776	tdih-07-04-01	Declaration of Independence Adopted	LIBERTY PROCLAIMED: Continental Congress Adopts the Declaration of Independence	On July 4, 1776, the Continental Congress formally adopted the Declaration of Independence, severing ties with Britain and proclaiming the birth of a new nation.	18th Century	United States Declaration of Independence
07-05	1946	tdih-07-05-01	Bikini Introduced	FASHION EXPLOSION: French Designer Unveils the Bikini Swimsuit in Paris	On July 5, 1946, French designer Louis Reard unveiled the bikini at a Paris pool, naming it after the Bikini Atoll where nuclear tests were being conducted.	Post-World War II	Bikini
07-06	1885	tdih-07-06-01	Pasteur Successfully Tests Rabies Vaccine	RABIES CONQUERED: Pasteur Successfully Vaccinates Boy Bitten by Rabid Dog	On July 6, 1885, Louis Pasteur successfully vaccinated 9-year-old Joseph Meister against rabies, proving his vaccine worked on humans.	Victorian Era	Louis Pasteur
07-07	2005	tdih-07-07-01	London 7/7 Bombings	LONDON UNDER ATTACK: Four Bombs Strike Tube and Bus During Morning Rush Hour	On July 7, 2005, four suicide bombers detonated explosives on three London Underground trains and a bus during morning rush hour, killing 52 people.	21st Century	7 July 2005 London bombings
07-08	1776	tdih-07-08-01	Liberty Bell Rings for Declaration Reading	LET FREEDOM RING: Liberty Bell Summons Citizens for First Public Reading of Declaration	On July 8, 1776, the Liberty Bell rang at the Pennsylvania State House to summon citizens for the first public reading of the Declaration of Independence.	18th Century	Liberty Bell
07-09	1868	tdih-07-09-01	14th Amendment Ratified	EQUAL PROTECTION: 14th Amendment Guarantees Citizenship and Equal Protection Under Law	On July 9, 1868, the 14th Amendment to the Constitution was ratified, granting citizenship to all persons born in the US and guaranteeing equal protection.	Civil War	Fourteenth Amendment to the United States Constitution
07-10	1940	tdih-07-10-01	Battle of Britain Begins	THEIR FINEST HOUR: Luftwaffe Launches First Major Air Attacks on Britain	On July 10, 1940, the German Luftwaffe began its sustained air campaign against Britain, beginning the Battle of Britain that Churchill called their finest hour.	World War II	Battle of Britain
07-11	1804	tdih-07-11-01	Hamilton-Burr Duel	FATAL SHOT: Vice President Aaron Burr Kills Alexander Hamilton in Duel	On July 11, 1804, Vice President Aaron Burr mortally wounded former Treasury Secretary Alexander Hamilton in a duel at Weehawken, New Jersey.	18th Century	Burr–Hamilton duel
07-12	100	tdih-07-12-01	Birth of Julius Caesar	DICTATOR BORN: Gaius Julius Caesar Born in Rome	On July 12, 100 BC, Gaius Julius Caesar was born in Rome; he would conquer Gaul, cross the Rubicon, and reshape the Roman Republic before his assassination.	Ancient World	Julius Caesar
07-13	1793	tdih-07-13-01	Assassination of Jean-Paul Marat	MURDERED IN HIS BATH: Charlotte Corday Stabs Revolutionary Leader Marat	On July 13, 1793, Charlotte Corday stabbed French revolutionary leader Jean-Paul Marat to death in his bathtub, a scene immortalized in David's famous painting.	18th Century	Jean-Paul Marat
07-14	1789	tdih-07-14-01	Storming of the Bastille	BASTILLE FALLS: Paris Mob Storms Royal Fortress, Launching the French Revolution	On July 14, 1789, a Parisian mob stormed the Bastille fortress, a symbol of royal authority, marking the beginning of the French Revolution.	18th Century	Storming of the Bastille
07-15	1099	tdih-07-15-01	Crusaders Capture Jerusalem	HOLY CITY TAKEN: First Crusade Captures Jerusalem After Five-Week Siege	On July 15, 1099, Crusader forces captured Jerusalem after a siege, massacring many of the city's Muslim and Jewish inhabitants.	Medieval	Siege of Jerusalem (1099)
07-16	1945	tdih-07-16-01	First Nuclear Bomb Test	DAWN OF THE ATOMIC AGE: Trinity Test Detonates First Nuclear Weapon in New Mexico Desert	On July 16, 1945, the first nuclear weapon was detonated at the Trinity test site in New Mexico, with J. Robert Oppenheimer quoting: I am become Death.	World War II	Trinity (nuclear test)
07-17	1918	tdih-07-17-01	Execution of the Romanovs	DYNASTY ENDS: Bolsheviks Execute Tsar Nicholas II and His Family in Ekaterinburg	On July 17, 1918, Bolsheviks executed Tsar Nicholas II, his wife, and their five children in Ekaterinburg, ending the 300-year Romanov dynasty.	World War I Era	Execution of the Romanov family
07-18	64	tdih-07-18-01	Great Fire of Rome	ROME BURNS: Great Fire Devastates Rome for Six Days While Emperor Nero Watches	On July 18, 64 AD, the Great Fire of Rome erupted and burned for six days, destroying much of the city; legend says Nero played his fiddle while it burned.	Ancient World	Great Fire of Rome
07-19	1799	tdih-07-19-01	Rosetta Stone Discovered	KEY TO THE PAST: French Soldiers Discover the Rosetta Stone in Egypt	On July 19, 1799, a French soldier discovered the Rosetta Stone near the Egyptian town of Rosetta, providing the key to deciphering ancient Egyptian hieroglyphs.	18th Century	Rosetta Stone
07-20	1969	tdih-07-20-01	Moon Landing	ONE SMALL STEP: Neil Armstrong Walks on the Moon	On July 20, 1969, Neil Armstrong and Buzz Aldrin became the first humans to walk on the Moon during the Apollo 11 mission, watched by 600 million people worldwide.	Space Age	Apollo 11
07-21	356	tdih-07-21-01	Temple of Artemis Burned	WONDER DESTROYED: Herostratus Burns the Temple of Artemis at Ephesus	On July 21, 356 BC, Herostratus deliberately set fire to the Temple of Artemis at Ephesus, one of the Seven Wonders of the Ancient World, to achieve fame.	Ancient World	Temple of Artemis
